experiment_id,model_name,sample_num,ocr_type,chunking_method,chunk_size,overlap,prompt_type,example_num,prompt_token_size,template_type,transformation_method,file_name,ground_truth,predictions,precision_before,precision_after,recall_before,recall_after,f1_before,f1_after,accuracy_before,accuracy_after,mapped_pred,cleaned_pred,cleaned_gt,precision_initial_exact,precision_mapped_exact,precision_cleaned_exact,recall_initial_exact,recall_mapped_exact,recall_cleaned_exact,f1_initial_exact,f1_mapped_exact,f1_cleaned_exact,match_results_initial_exact,match_results_mapped_exact,match_results_cleaned_exact,precision_initial_substring,precision_mapped_substring,precision_cleaned_substring,recall_initial_substring,recall_mapped_substring,recall_cleaned_substring,f1_initial_substring,f1_mapped_substring,f1_cleaned_substring,match_results_initial_substring,match_results_mapped_substring,match_results_cleaned_substring,precision_initial_fuzzy,precision_mapped_fuzzy,precision_cleaned_fuzzy,recall_initial_fuzzy,recall_mapped_fuzzy,recall_cleaned_fuzzy,f1_initial_fuzzy,f1_mapped_fuzzy,f1_cleaned_fuzzy,match_results_initial_fuzzy,match_results_mapped_fuzzy,match_results_cleaned_fuzzy
59,gpt-4o,40,vrdu,fixed,56,,few_shot,5,906,Amendment,naive,"20180123_Fleishman-Hillard, Inc._Amendment_Amendment.pdf","{'registration_num': ['5801'], 'registrant_name': ['Fleishman-Hillard Inc.'], 'file_date': ['1/23/2018'], 'signer_name': ['Kelly R. Garner'], 'signer_title': ['Senior Vice President, Senior Partner\n& Corporate Controller']}","{""file_date"": [""2018-01-16"", ""2018-01-23"", ""2019-01-16""], ""foreign_principle_name"": ""Republic of Brazil"", ""registrant_name"": [""CDN Comunica\u00e7\u00e3o Corporativa Ltda."", ""Fleishman-Hillard Inc."", ""Ltda., and the Special Department of Social Communication of the General Secretariat of the Presidency of the Republic of Brazil""], ""registration_num"": ""5801"", ""signer_name"": ""Kalling- Kelly R. Garner"", ""signer_title"": ""Senior Vice President, Senior Partner & Corporate""}",,,,,,,,,"{'file_date': ('2018-01-16', '2018-01-23', '2019-01-16'), 'foreign_principle_name': 'Republic of Brazil', 'registrant_name': ('CDN Comunicação Corporativa Ltda.', 'Fleishman-Hillard Inc.', 'Ltda., and the Special Department of Social Communication of the General Secretariat of the Presidency of the Republic of Brazil'), 'registration_num': '5801', 'signer_name': 'Kalling- Kelly R. Garner', 'signer_title': 'Senior Vice President, Senior Partner & Corporate'}","{'file_date': ('2018-01-16', '2018-01-23', '2019-01-16'), 'foreign_principle_name': 'Republic Of Brazil', 'registrant_name': ('Cdn Comunicacao Corporativa Ltda.', 'Fleishman-hillard Inc.', 'Ltda., And The Special Department Of Social Communication Of The General Secretariat Of The Presidency Of The Republic Of Brazil'), 'registration_num': '5801', 'signer_name': 'Kalling- Kelly R. Garner', 'signer_title': 'senior vice president, senior partner & corporate'}","{'file_date': ['2018-01-23'], 'foreign_principle_name': '', 'registrant_name': ['Fleishman-hillard Inc.'], 'registration_num': ['5801'], 'signer_name': ['Kelly R. Garner'], 'signer_title': ['senior vice president, senior partner & corporate controller']}",0.2,0.2,0.2,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,"{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0, 'signer_title': 0}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0, 'signer_title': 0}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0, 'signer_title': 0}",0.6,0.6,0.8,1.0,1.0,1.0,0.7499999999999999,0.7499999999999999,0.888888888888889,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 0}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 0}",0.4809688581314879,0.4809688581314879,0.5519031141868512,1.0,1.0,1.0,0.6495327102803738,0.6495327102803738,0.7112597547380156,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}"
59,gpt-4o,40,vrdu,fixed,56,,few_shot,5,696,Amendment,naive,"19760201_Italian Government Tourist Board (ENIT), Los Angeles_Amendment_Amendment.pdf","{'registration_num': ['1884'], 'registrant_name': ['Italian Government Travel Office-E.N.I.T\n360 Post Street, Suite 801, San Francisco, Cal.\nCal.']}","{""file_date"": [""1975-10-12"", ""1976-10-31""], ""foreign_principle_name"": [""ITALIAN GOVERNMENT"", ""Italian Government Travel Office"", ""Italian Government Travel Office-E.N.I.T"", ""Rome, Italy, Head Office""], ""registrant_name"": [""Association Films, Inc."", ""Grace Duhagon Grace Dulagon Travel"", ""Italian Government Travel Office-E.N.I.T"", ""Janice lococo-Holland"", ""Premier Travel Center"", ""Trans World Airlines""], ""registration_num"": ""360"", ""signer_name"": [""Caryl Squier Wills"", ""Pauline Young"", ""Sam Burchell""], ""signer_title"": [""Associate Editor"", ""Senior Sales Representative""]}",,,,,,,,,"{'file_date': ('1975-10-12', '1976-10-31'), 'foreign_principle_name': ('ITALIAN GOVERNMENT', 'Italian Government Travel Office', 'Italian Government Travel Office-E.N.I.T', 'Rome, Italy, Head Office'), 'registrant_name': ('Association Films, Inc.', 'Grace Duhagon Grace Dulagon Travel', 'Italian Government Travel Office-E.N.I.T', 'Janice lococo-Holland', 'Premier Travel Center', 'Trans World Airlines'), 'registration_num': '360', 'signer_name': ('Caryl Squier Wills', 'Pauline Young', 'Sam Burchell'), 'signer_title': ('Associate Editor', 'Senior Sales Representative')}","{'file_date': ('1975-10-12', '1976-10-31'), 'foreign_principle_name': ('Italian Government', 'Italian Government Travel Office', 'Italian Government Travel Office-e.n.i.t', 'Rome, Italy, Head Office'), 'registrant_name': ('Association Films, Inc.', 'Grace Duhagon Grace Dulagon Travel', 'Italian Government Travel Office-e.n.i.t', 'Janice Lococo-holland', 'Premier Travel Center', 'Trans World Airlines'), 'registration_num': '360', 'signer_name': ('Caryl Squier Wills', 'Pauline Young', 'Sam Burchell'), 'signer_title': ('associate editor', 'senior sales representative')}","{'file_date': '', 'foreign_principle_name': '', 'registrant_name': ['Italian Government Travel Office-e.n.i.t 360 Post Street, Suite 801, San Francisco, Cal. Cal.'], 'registration_num': ['1884'], 'signer_name': '', 'signer_title': ''}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}",0.4809688581314879,0.4809688581314879,0.5519031141868512,1.0,1.0,1.0,0.6495327102803738,0.6495327102803738,0.7112597547380156,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}"
59,gpt-4o,40,vrdu,fixed,56,,few_shot,5,784,Amendment,naive,"20180430_Public Strategies Washington, Inc._Amendment_Amendment.pdf","{'registrant_name': ['Public Strategies Washington, Inc.'], 'registration_num': ['04486'], 'file_date': ['April 30, 2018'], 'signer_name': [""Joseph P. O'Neill""]}","{""file_date"": ""2018-04-30"", ""foreign_principle_name"": [""Government of Mexico's Secretar\u00eda de Econom\u00eda (Secretariat of Economy)"", ""Secretar\u00eda de Econom\u00eda""], ""registrant_name"": ""Public Strategies Washington, Inc."", ""registration_num"": ""04486"", ""signer_name"": ""Joseph P. O'Neill"", ""signer_title"": """"}",,,,,,,,,"{'file_date': '2018-04-30', 'foreign_principle_name': (""Government of Mexico's Secretaría de Economía (Secretariat of Economy)"", 'Secretaría de Economía'), 'registrant_name': 'Public Strategies Washington, Inc.', 'registration_num': '04486', 'signer_name': ""Joseph P. O'Neill"", 'signer_title': ''}","{'file_date': '2018-04-30', 'foreign_principle_name': (""Government Of Mexico's Secretaria De Economia (secretariat Of Economy)"", 'Secretaria De Economia'), 'registrant_name': 'Public Strategies Washington, Inc.', 'registration_num': '04486', 'signer_name': ""Joseph P. O'neill"", 'signer_title': ''}","{'file_date': ['2018-04-30'], 'foreign_principle_name': '', 'registrant_name': ['Public Strategies Washington, Inc.'], 'registration_num': ['04486'], 'signer_name': [""Joseph P. O'neill""], 'signer_title': ''}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.4809688581314879,0.4809688581314879,0.5519031141868512,1.0,1.0,1.0,0.6495327102803738,0.6495327102803738,0.7112597547380156,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}"
59,gpt-4o,40,vrdu,fixed,56,,few_shot,5,772,Amendment,naive,"20150105_Squire Patton Boggs, LLP_Amendment_Amendment.pdf","{'registrant_name': ['Squire Patton Boggs (US) LLP'], 'registration_num': ['2165'], 'signer_name': ['Edward J. Newberry'], 'file_date': ['January 05, 2015']}","{""file_date"": ""2015-01-05"", ""foreign_principle_name"": ""The Government of Georgia; The Government of Kosovo"", ""registrant_name"": ""Squire Patton Boggs (US) LLP"", ""registration_num"": ""2165"", ""signer_name"": [""Edward J. Newberry"", ""Matthew Oresman""], ""signer_title"": """"}",,,,,,,,,"{'file_date': '2015-01-05', 'foreign_principle_name': 'The Government of Georgia; The Government of Kosovo', 'registrant_name': 'Squire Patton Boggs (US) LLP', 'registration_num': '2165', 'signer_name': ('Edward J. Newberry', 'Matthew Oresman'), 'signer_title': ''}","{'file_date': '2015-01-05', 'foreign_principle_name': 'The Government Of Georgia; The Government Of Kosovo', 'registrant_name': 'Squire Patton Boggs (us) Llp', 'registration_num': '2165', 'signer_name': ('Edward J. Newberry', 'Matthew Oresman'), 'signer_title': ''}","{'file_date': ['2015-01-05'], 'foreign_principle_name': '', 'registrant_name': ['Squire Patton Boggs (us) Llp'], 'registration_num': ['2165'], 'signer_name': ['Edward J. Newberry'], 'signer_title': ''}",0.5,0.5,0.75,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8571428571428571,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.4809688581314879,0.4809688581314879,0.5519031141868512,1.0,1.0,1.0,0.6495327102803738,0.6495327102803738,0.7112597547380156,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}"
59,gpt-4o,40,vrdu,fixed,56,,few_shot,5,742,Amendment,naive,"20180124_Nickles Group, LLC_Amendment_Amendment.pdf","{'registrant_name': ['The Nickles Group, LLC'], 'registration_num': ['6089'], 'signer_name': ['Diana Walters'], 'file_date': ['January 24, 2018']}","{""file_date"": [""2018-01-24"", ""2018-09-24""], ""foreign_principle_name"": ""Embassy of the Republic of Korea"", ""registrant_name"": ""The Nickles Group, LLC"", ""registration_num"": ""6089"", ""signer_name"": ""Diana Walters"", ""signer_title"": """"}",,,,,,,,,"{'file_date': ('2018-01-24', '2018-09-24'), 'foreign_principle_name': 'Embassy of the Republic of Korea', 'registrant_name': 'The Nickles Group, LLC', 'registration_num': '6089', 'signer_name': 'Diana Walters', 'signer_title': ''}","{'file_date': ('2018-01-24', '2018-09-24'), 'foreign_principle_name': 'Embassy Of The Republic Of Korea', 'registrant_name': 'The Nickles Group, Llc', 'registration_num': '6089', 'signer_name': 'Diana Walters', 'signer_title': ''}","{'file_date': ['2018-01-24'], 'foreign_principle_name': '', 'registrant_name': ['The Nickles Group, Llc'], 'registration_num': ['6089'], 'signer_name': ['Diana Walters'], 'signer_title': ''}",0.75,0.75,0.75,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.4809688581314879,0.4809688581314879,0.5519031141868512,1.0,1.0,1.0,0.6495327102803738,0.6495327102803738,0.7112597547380156,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}"
59,gpt-4o,40,vrdu,fixed,56,,few_shot,5,789,Amendment,naive,"20170901_Bryan Cave, LLP_Amendment_Amendment.pdf","{'registration_num': ['6356'], 'registrant_name': ['Bryan Cave LLP'], 'file_date': ['September 1, 2017'], 'signer_name': ['LaDawn Naegle,'], 'signer_title': ['Office Managing Partner']}","{""file_date"": ""2017-09-01"", ""foreign_principle_name"": """", ""registrant_name"": ""Bryan Cave LLP"", ""registration_num"": ""6356"", ""signer_name"": [""LaDan Nagle"", ""Miguel Rodriguez""], ""signer_title"": ""Office Managing Partner""}",,,,,,,,,"{'file_date': '2017-09-01', 'foreign_principle_name': '', 'registrant_name': 'Bryan Cave LLP', 'registration_num': '6356', 'signer_name': ('LaDan Nagle', 'Miguel Rodriguez'), 'signer_title': 'Office Managing Partner'}","{'file_date': '2017-09-01', 'foreign_principle_name': '', 'registrant_name': 'Bryan Cave Llp', 'registration_num': '6356', 'signer_name': ('Ladan Nagle', 'Miguel Rodriguez'), 'signer_title': 'office managing partner'}","{'file_date': ['2017-09-01'], 'foreign_principle_name': '', 'registrant_name': ['Bryan Cave Llp'], 'registration_num': ['6356'], 'signer_name': ['Ladawn Naegle,'], 'signer_title': ['office managing partner']}",0.6,0.6,0.8,1.0,1.0,1.0,0.7499999999999999,0.7499999999999999,0.888888888888889,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}",0.6,0.6,0.8,1.0,1.0,1.0,0.7499999999999999,0.7499999999999999,0.888888888888889,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}",0.4809688581314879,0.4809688581314879,0.5519031141868512,1.0,1.0,1.0,0.6495327102803738,0.6495327102803738,0.7112597547380156,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}"
59,gpt-4o,40,vrdu,fixed,56,,few_shot,5,783,Amendment,naive,"20120424_Pillsbury Winthrop Shaw Pittman, LLP_Amendment_Amendment.pdf","{'registrant_name': ['Pillsbury Winthrop Shaw Pittman LLP'], 'registration_num': ['5198'], 'file_date': ['April 24, 2012'], 'signer_name': ['Stephan E. Becker']}","{""file_date"": ""2012-04-24"", ""foreign_principle_name"": ""Secretaria de Economia (Secretariat of Economy)"", ""registrant_name"": ""Pillsbury Winthrop Shaw Pittman LLP"", ""registration_num"": ""5198"", ""signer_name"": ""Stephan E. Becker"", ""signer_title"": """"}",,,,,,,,,"{'file_date': '2012-04-24', 'foreign_principle_name': 'Secretaria de Economia (Secretariat of Economy)', 'registrant_name': 'Pillsbury Winthrop Shaw Pittman LLP', 'registration_num': '5198', 'signer_name': 'Stephan E. Becker', 'signer_title': ''}","{'file_date': '2012-04-24', 'foreign_principle_name': 'Secretaria De Economia (secretariat Of Economy)', 'registrant_name': 'Pillsbury Winthrop Shaw Pittman Llp', 'registration_num': '5198', 'signer_name': 'Stephan E. Becker', 'signer_title': ''}","{'file_date': ['2012-04-24'], 'foreign_principle_name': '', 'registrant_name': ['Pillsbury Winthrop Shaw Pittman Llp'], 'registration_num': ['5198'], 'signer_name': ['Stephan E. Becker'], 'signer_title': ''}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.4809688581314879,0.4809688581314879,0.5519031141868512,1.0,1.0,1.0,0.6495327102803738,0.6495327102803738,0.7112597547380156,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}"
59,gpt-4o,40,vrdu,fixed,56,,few_shot,5,742,Amendment,naive,20110527_Monaco Government Tourist Office_Amendment_Amendment.pdf,"{'registration_num': ['2327'], 'registrant_name': ['Monaco Government Tourist Office'], 'file_date': ['05/24/2011'], 'signer_name': ['MAGUY MACCARIO-BOYLE']}","{""file_date"": [""2011-03-31"", ""2011-05-24"", ""2011-05-27""], ""foreign_principle_name"": [""Monaco Government"", ""Monaco Government Tourist Office""], ""registrant_name"": [""Direction du Tourisme et des Congres (DTC)"", ""Monaco Government Tourist Office""], ""registration_num"": ""2327"", ""signer_name"": ""MAGUY MACCARIO-BOYLE"", ""signer_title"": """"}",,,,,,,,,"{'file_date': ('2011-03-31', '2011-05-24', '2011-05-27'), 'foreign_principle_name': ('Monaco Government', 'Monaco Government Tourist Office'), 'registrant_name': ('Direction du Tourisme et des Congres (DTC)', 'Monaco Government Tourist Office'), 'registration_num': '2327', 'signer_name': 'MAGUY MACCARIO-BOYLE', 'signer_title': ''}","{'file_date': ('2011-03-31', '2011-05-24', '2011-05-27'), 'foreign_principle_name': ('Monaco Government', 'Monaco Government Tourist Office'), 'registrant_name': ('Direction Du Tourisme Et Des Congres (dtc)', 'Monaco Government Tourist Office'), 'registration_num': '2327', 'signer_name': 'Maguy Maccario-boyle', 'signer_title': ''}","{'file_date': ['2011-05-24'], 'foreign_principle_name': '', 'registrant_name': ['Monaco Government Tourist Office'], 'registration_num': ['2327'], 'signer_name': ['Maguy Maccario-boyle'], 'signer_title': ''}",0.5,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,"{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.4809688581314879,0.4809688581314879,0.5519031141868512,1.0,1.0,1.0,0.6495327102803738,0.6495327102803738,0.7112597547380156,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}"
59,gpt-4o,40,vrdu,fixed,56,,few_shot,5,721,Amendment,naive,19961018_DLA Piper US LLP_Amendment_Amendment.pdf,"{'registration_num': ['3712'], 'registrant_name': ['Verner, Liipfert, Bernhard, McPherson\nand Hand, Chartered'], 'signer_name': ['Daniel Manatt'], 'file_date': ['1\nday of October\n1996']}","{""file_date"": [""1996-09-20"", ""1996-10""], ""foreign_principle_name"": ""Government of Oman"", ""registrant_name"": ""Verner, Liipfert, Bernhard, McPherson and Hand, Chartered"", ""registration_num"": ""3712"", ""signer_name"": [""Fabiana Jorge"", ""Todd""], ""signer_title"": ""Notary or other officer""}",,,,,,,,,"{'file_date': ('1996-09-20', '1996-10'), 'foreign_principle_name': 'Government of Oman', 'registrant_name': 'Verner, Liipfert, Bernhard, McPherson and Hand, Chartered', 'registration_num': '3712', 'signer_name': ('Fabiana Jorge', 'Todd'), 'signer_title': 'Notary or other officer'}","{'file_date': ('1996-09-20', '1996-10-24'), 'foreign_principle_name': 'Government Of Oman', 'registrant_name': 'Verner, Liipfert, Bernhard, Mcpherson And Hand, Chartered', 'registration_num': '3712', 'signer_name': ('Fabiana Jorge', 'Todd'), 'signer_title': 'notary or other officer'}","{'file_date': ['1996-10-01'], 'foreign_principle_name': '', 'registrant_name': ['Verner, Liipfert, Bernhard, Mcpherson And Hand, Chartered'], 'registration_num': ['3712'], 'signer_name': ['Daniel Manatt'], 'signer_title': ''}",0.25,0.25,0.5,1.0,1.0,1.0,0.4,0.4,0.6666666666666666,"{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}",0.25,0.25,0.5,1.0,1.0,1.0,0.4,0.4,0.6666666666666666,"{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}",0.4809688581314879,0.4809688581314879,0.5519031141868512,1.0,1.0,1.0,0.6495327102803738,0.6495327102803738,0.7112597547380156,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}"
59,gpt-4o,40,vrdu,fixed,56,,few_shot,5,623,Amendment,naive,"20070613_Pillsbury Winthrop Shaw Pittman, LLP_Amendment_Amendment.pdf","{'registration_num': ['5198'], 'registrant_name': ['Pillsbury Winthrop Shaw Pittman LLP'], 'signer_name': ['Stephan E. Becker'], 'file_date': ['June 12, 2007']}","{""file_date"": ""2007-06-12"", ""foreign_principle_name"": ""Bangladesh Nationalist Party"", ""registrant_name"": ""Pillsbury Winthrop Shaw Pittman LLP"", ""registration_num"": ""5198"", ""signer_name"": ""Stephan E. Becker"", ""signer_title"": ""CRM/ISS/REGISTRATION""}",,,,,,,,,"{'file_date': '2007-06-12', 'foreign_principle_name': 'Bangladesh Nationalist Party', 'registrant_name': 'Pillsbury Winthrop Shaw Pittman LLP', 'registration_num': '5198', 'signer_name': 'Stephan E. Becker', 'signer_title': 'CRM/ISS/REGISTRATION'}","{'file_date': '2007-06-12', 'foreign_principle_name': 'Bangladesh Nationalist Party', 'registrant_name': 'Pillsbury Winthrop Shaw Pittman Llp', 'registration_num': '5198', 'signer_name': 'Stephan E. Becker', 'signer_title': 'crm/iss/registration'}","{'file_date': ['2007-06-12'], 'foreign_principle_name': '', 'registrant_name': ['Pillsbury Winthrop Shaw Pittman Llp'], 'registration_num': ['5198'], 'signer_name': ['Stephan E. Becker'], 'signer_title': ''}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.4809688581314879,0.4809688581314879,0.5519031141868512,1.0,1.0,1.0,0.6495327102803738,0.6495327102803738,0.7112597547380156,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}"
