experiment_id,model_name,sample_num,chunk_size,prompt_type,example_num,level_type,file_name,token_counts
51,llama3-70b-8192,40,56,few_shot,5,STL,"20180430_Public Strategies Washington, Inc._Amendment_Amendment.pdf",13671
51,llama3-70b-8192,40,56,few_shot,5,STL,19820401_Bermuda Tourism Authority_Amendment_Amendment.pdf,7787
51,llama3-70b-8192,40,56,few_shot,5,STL,"20020611_CMGRP, Inc._Amendment_Amendment.pdf",11617
51,llama3-70b-8192,40,56,few_shot,5,STL,"20021204_JWI, LLC_Amendment_Amendment.pdf",11661
51,llama3-70b-8192,40,56,few_shot,5,STL,"20130815_Squire Patton Boggs, LLP_Amendment_Amendment.pdf",13650
51,llama3-70b-8192,40,56,few_shot,5,STL,"20180123_Fleishman-Hillard, Inc._Amendment_Amendment.pdf",16553
51,llama3-70b-8192,40,56,few_shot,5,STL,"20120604_Squire Patton Boggs, LLP_Amendment_Amendment.pdf",13652
51,llama3-70b-8192,40,56,few_shot,5,STL,19790101_Representative of the Turkish Republic of Northern Cyprus_Amendment_Amendment.pdf,9763
51,llama3-70b-8192,40,56,few_shot,5,STL,"20170224_Alston _ Bird, LLP_Amendment_Amendment.pdf",13627
51,llama3-70b-8192,40,56,few_shot,5,STL,"19760201_Italian Government Tourist Board (ENIT), Los Angeles_Amendment_Amendment.pdf",12844
51,llama3-70b-8192,40,56,few_shot,5,STL,"20131127_Independent Diplomat, Inc._Amendment_Amendment.pdf",13651
51,llama3-70b-8192,40,56,few_shot,5,STL,"19901201_CMGRP, Inc._Amendment_Amendment.pdf",10687
51,llama3-70b-8192,40,56,few_shot,5,STL,19950929_Hogan Lovells US LLP_Amendment_Amendment.pdf,11640
51,llama3-70b-8192,40,56,few_shot,5,STL,"20010820_Arnold _ Porter Kaye Scholer, LLP_Amendment_Amendment.pdf",12598
51,llama3-70b-8192,40,56,few_shot,5,STL,20140813_Fratelli Group_Amendment_Amendment.pdf,14610
51,llama3-70b-8192,40,56,few_shot,5,STL,"19920201_Sidley Austin, LLP_Amendment_Amendment.pdf",10693
51,llama3-70b-8192,40,56,few_shot,5,STL,"20150203_Burson-Marsteller, LLC (Miami Office)_Amendment_Amendment.pdf",13673
51,llama3-70b-8192,40,56,few_shot,5,STL,20110103_Representative of the Turkish Republic of Northern Cyprus_Amendment_Amendment.pdf,12664
51,llama3-70b-8192,40,56,few_shot,5,STL,"20150105_Squire Patton Boggs, LLP_Amendment_Amendment.pdf",13677
51,llama3-70b-8192,40,56,few_shot,5,STL,"20130131_Sidley Austin, LLP_Amendment_Amendment.pdf",13649
51,llama3-70b-8192,40,56,few_shot,5,STL,19770101_Representative of the Turkish Republic of Northern Cyprus_Amendment_Amendment.pdf,11705
51,llama3-70b-8192,40,56,few_shot,5,STL,19961018_DLA Piper US LLP_Amendment_Amendment.pdf,12772
51,llama3-70b-8192,40,56,few_shot,5,STL,"20170901_Bryan Cave, LLP_Amendment_Amendment.pdf",14581
51,llama3-70b-8192,40,56,few_shot,5,STL,19710401_Netherlands Board of Tourism and Conventions (NBTC)_Amendment_Amendment.pdf,6785
51,llama3-70b-8192,40,56,few_shot,5,STL,"20120424_Pillsbury Winthrop Shaw Pittman, LLP_Amendment_Amendment.pdf",13677
51,llama3-70b-8192,40,56,few_shot,5,STL,"20180124_Nickles Group, LLC_Amendment_Amendment.pdf",13619
51,llama3-70b-8192,40,56,few_shot,5,STL,"20160406_Rokk Solutions, LLC_Amendment_Amendment.pdf",17536
51,llama3-70b-8192,40,56,few_shot,5,STL,19850801_St. Lucia Tourist Board_Amendment_Amendment.pdf,6808
51,llama3-70b-8192,40,56,few_shot,5,STL,"20090930_Garvey, Schubert _ Barer_Amendment_Amendment.pdf",12646
51,llama3-70b-8192,40,56,few_shot,5,STL,"20170815_Pillsbury Winthrop Shaw Pittman, LLP_Amendment_Amendment.pdf",13624
51,llama3-70b-8192,40,56,few_shot,5,STL,"20070613_Pillsbury Winthrop Shaw Pittman, LLP_Amendment_Amendment.pdf",11624
51,llama3-70b-8192,40,56,few_shot,5,STL,19830401_Bermuda Tourism Authority_Amendment_Amendment.pdf,6820
51,llama3-70b-8192,40,56,few_shot,5,STL,"20180105_Hill and Knowlton Strategies, LLC_Amendment_Amendment.pdf",14566
51,llama3-70b-8192,40,56,few_shot,5,STL,"19920601_JETRO, San Francisco_Amendment_Amendment.pdf",10714
51,llama3-70b-8192,40,56,few_shot,5,STL,20180613_Ballard Partners_Amendment_Amendment.pdf,13610
