experiment_id,model_name,sample_num,chunk_size,prompt_type,example_num,level_type,file_name,token_counts
9,llama3-70b-8192,40,595,no_schema,,STL,"20180430_Public Strategies Washington, Inc._Amendment_Amendment.pdf",1272
9,llama3-70b-8192,40,595,no_schema,,STL,19820401_Bermuda Tourism Authority_Amendment_Amendment.pdf,686
9,llama3-70b-8192,40,595,no_schema,,STL,"20020611_CMGRP, Inc._Amendment_Amendment.pdf",1012
9,llama3-70b-8192,40,595,no_schema,,STL,"20021204_JWI, LLC_Amendment_Amendment.pdf",1054
9,llama3-70b-8192,40,595,no_schema,,STL,"20130815_Squire Patton Boggs, LLP_Amendment_Amendment.pdf",1247
9,llama3-70b-8192,40,595,no_schema,,STL,"20180123_Fleishman-Hillard, Inc._Amendment_Amendment.pdf",1451
9,llama3-70b-8192,40,595,no_schema,,STL,"20120604_Squire Patton Boggs, LLP_Amendment_Amendment.pdf",1249
9,llama3-70b-8192,40,595,no_schema,,STL,19790101_Representative of the Turkish Republic of Northern Cyprus_Amendment_Amendment.pdf,862
9,llama3-70b-8192,40,595,no_schema,,STL,"20170224_Alston _ Bird, LLP_Amendment_Amendment.pdf",1221
9,llama3-70b-8192,40,595,no_schema,,STL,"19760201_Italian Government Tourist Board (ENIT), Los Angeles_Amendment_Amendment.pdf",1339
9,llama3-70b-8192,40,595,no_schema,,STL,"20131127_Independent Diplomat, Inc._Amendment_Amendment.pdf",1247
9,llama3-70b-8192,40,595,no_schema,,STL,"19901201_CMGRP, Inc._Amendment_Amendment.pdf",884
9,llama3-70b-8192,40,595,no_schema,,STL,19950929_Hogan Lovells US LLP_Amendment_Amendment.pdf,1038
9,llama3-70b-8192,40,595,no_schema,,STL,"20010820_Arnold _ Porter Kaye Scholer, LLP_Amendment_Amendment.pdf",1091
9,llama3-70b-8192,40,595,no_schema,,STL,20140813_Fratelli Group_Amendment_Amendment.pdf,1306
9,llama3-70b-8192,40,595,no_schema,,STL,"19920201_Sidley Austin, LLP_Amendment_Amendment.pdf",890
9,llama3-70b-8192,40,595,no_schema,,STL,"20150203_Burson-Marsteller, LLC (Miami Office)_Amendment_Amendment.pdf",1270
9,llama3-70b-8192,40,595,no_schema,,STL,20110103_Representative of the Turkish Republic of Northern Cyprus_Amendment_Amendment.pdf,1161
9,llama3-70b-8192,40,595,no_schema,,STL,"20150105_Squire Patton Boggs, LLP_Amendment_Amendment.pdf",1274
9,llama3-70b-8192,40,595,no_schema,,STL,"20130131_Sidley Austin, LLP_Amendment_Amendment.pdf",1247
9,llama3-70b-8192,40,595,no_schema,,STL,19770101_Representative of the Turkish Republic of Northern Cyprus_Amendment_Amendment.pdf,1101
9,llama3-70b-8192,40,595,no_schema,,STL,19961018_DLA Piper US LLP_Amendment_Amendment.pdf,1269
9,llama3-70b-8192,40,595,no_schema,,STL,"20170901_Bryan Cave, LLP_Amendment_Amendment.pdf",1278
9,llama3-70b-8192,40,595,no_schema,,STL,19710401_Netherlands Board of Tourism and Conventions (NBTC)_Amendment_Amendment.pdf,583
9,llama3-70b-8192,40,595,no_schema,,STL,"20120424_Pillsbury Winthrop Shaw Pittman, LLP_Amendment_Amendment.pdf",1275
9,llama3-70b-8192,40,595,no_schema,,STL,"20180124_Nickles Group, LLC_Amendment_Amendment.pdf",1219
9,llama3-70b-8192,40,595,no_schema,,STL,"20160406_Rokk Solutions, LLC_Amendment_Amendment.pdf",1532
9,llama3-70b-8192,40,595,no_schema,,STL,19850801_St. Lucia Tourist Board_Amendment_Amendment.pdf,607
9,llama3-70b-8192,40,595,no_schema,,STL,"20090930_Garvey, Schubert _ Barer_Amendment_Amendment.pdf",1145
9,llama3-70b-8192,40,595,no_schema,,STL,"20170815_Pillsbury Winthrop Shaw Pittman, LLP_Amendment_Amendment.pdf",1220
9,llama3-70b-8192,40,595,no_schema,,STL,"20070613_Pillsbury Winthrop Shaw Pittman, LLP_Amendment_Amendment.pdf",1020
9,llama3-70b-8192,40,595,no_schema,,STL,19830401_Bermuda Tourism Authority_Amendment_Amendment.pdf,617
9,llama3-70b-8192,40,595,no_schema,,STL,"20180105_Hill and Knowlton Strategies, LLC_Amendment_Amendment.pdf",1265
9,llama3-70b-8192,40,595,no_schema,,STL,"19920601_JETRO, San Francisco_Amendment_Amendment.pdf",912
9,llama3-70b-8192,40,595,no_schema,,STL,20180613_Ballard Partners_Amendment_Amendment.pdf,1209
9,llama3-70b-8192,40,595,no_schema,,STL,"20030714_Arnold _ Porter Kaye Scholer, LLP_Amendment_Amendment.pdf",1102
9,llama3-70b-8192,40,595,no_schema,,STL,"20150530_Parvin, C. Landon_Amendment_Amendment.pdf",1159
9,llama3-70b-8192,40,595,no_schema,,STL,20110527_Monaco Government Tourist Office_Amendment_Amendment.pdf,1206
9,llama3-70b-8192,40,595,no_schema,,STL,"20081001_Garvey, Schubert _ Barer_Amendment_Amendment.pdf",1142
9,llama3-70b-8192,40,595,no_schema,,STL,"20171116_Wiley Rein, LLP_Amendment_Amendment.pdf",1664
9,llama3-70b-8192,40,595,no_schema,,STL,19930901_Scottish Enterprise_Dissemination Report_Dissemination Report.pdf,1027
9,llama3-70b-8192,40,595,no_schema,,STL,"19930201_Akin, Gump, Strauss, Hauer _ Feld, LLP_Dissemination Report_Dissemination Report.pdf",622
9,llama3-70b-8192,40,595,no_schema,,STL,"19930701_JETRO, Atlanta_Dissemination Report_Dissemination Report.pdf",1052
9,llama3-70b-8192,40,595,no_schema,,STL,19920401_Quebec Government Office_Dissemination Report_Dissemination Report.pdf,1036
9,llama3-70b-8192,40,595,no_schema,,STL,19931117_KOTRA_Dissemination Report_Dissemination Report.pdf,1079
9,llama3-70b-8192,40,595,no_schema,,STL,19911201_Scottish Enterprise_Dissemination Report_Dissemination Report.pdf,662
9,llama3-70b-8192,40,595,no_schema,,STL,"19930601_International Registries, Inc._Dissemination Report_Dissemination Report.pdf",908
9,llama3-70b-8192,40,595,no_schema,,STL,"19920701_Far East Trade Services, Inc._Dissemination Report_Dissemination Report.pdf",1087
9,llama3-70b-8192,40,595,no_schema,,STL,"19930901_Hill and Knowlton Strategies, LLC_Dissemination Report_Dissemination Report.pdf",1039
9,llama3-70b-8192,40,595,no_schema,,STL,"19910501_JETRO, Atlanta_Dissemination Report_Dissemination Report.pdf",1030
9,llama3-70b-8192,40,595,no_schema,,STL,"19960116_JETRO, Chicago_Dissemination Report_Dissemination Report.pdf",905
9,llama3-70b-8192,40,595,no_schema,,STL,"19910201_Akin, Gump, Strauss, Hauer _ Feld, LLP_Dissemination Report_Dissemination Report.pdf",1057
9,llama3-70b-8192,40,595,no_schema,,STL,"19930801_JETRO, Los Angeles_Dissemination Report_Dissemination Report.pdf",912
9,llama3-70b-8192,40,595,no_schema,,STL,"19950110_JETRO, New York_Dissemination Report_Dissemination Report.pdf",658
9,llama3-70b-8192,40,595,no_schema,,STL,"19930901_JETRO, Los Angeles_Dissemination Report_Dissemination Report.pdf",1022
9,llama3-70b-8192,40,595,no_schema,,STL,19920501_Hogan Lovells US LLP_Dissemination Report_Dissemination Report.pdf,1048
9,llama3-70b-8192,40,595,no_schema,,STL,"19941221_JETRO, Chicago_Dissemination Report_Dissemination Report.pdf",1030
9,llama3-70b-8192,40,595,no_schema,,STL,"19920701_JETRO, Los Angeles_Dissemination Report_Dissemination Report.pdf",1035
9,llama3-70b-8192,40,595,no_schema,,STL,19910801_Representative of the Turkish Republic of Northern Cyprus_Dissemination Report_Dissemination Report.pdf,1054
9,llama3-70b-8192,40,595,no_schema,,STL,"19920701_International Registries, Inc._Dissemination Report_Dissemination Report.pdf",873
9,llama3-70b-8192,40,595,no_schema,,STL,"19920901_Daniel J. Edelman, Inc._Dissemination Report_Dissemination Report.pdf",614
9,llama3-70b-8192,40,595,no_schema,,STL,19931101_Hogan Lovells US LLP_Dissemination Report_Dissemination Report.pdf,621
9,llama3-70b-8192,40,595,no_schema,,STL,"19910201_World Zionist Organization - American Section, Inc._Dissemination Report_Dissemination Report.pdf",679
9,llama3-70b-8192,40,595,no_schema,,STL,"19930701_JETRO, New York_Dissemination Report_Dissemination Report.pdf",1059
9,llama3-70b-8192,40,595,no_schema,,STL,"19910401_World Zionist Organization - American Section, Inc._Dissemination Report_Dissemination Report.pdf",694
9,llama3-70b-8192,40,595,no_schema,,STL,19930201_Kobe Trade Information Office_Dissemination Report_Dissemination Report.pdf,1025
9,llama3-70b-8192,40,595,no_schema,,STL,"19940914_JETRO, Los Angeles_Dissemination Report_Dissemination Report.pdf",1352
9,llama3-70b-8192,40,595,no_schema,,STL,"19930101_JETRO, Los Angeles_Dissemination Report_Dissemination Report.pdf",1040
9,llama3-70b-8192,40,595,no_schema,,STL,"19911201_JETRO, Houston_Dissemination Report_Dissemination Report.pdf",905
9,llama3-70b-8192,40,595,no_schema,,STL,"19950522_JETRO, Los Angeles_Dissemination Report_Dissemination Report.pdf",1037
9,llama3-70b-8192,40,595,no_schema,,STL,"19920701_JETRO, New York_Dissemination Report_Dissemination Report.pdf",1029
9,llama3-70b-8192,40,595,no_schema,,STL,19930101_Representative of the Turkish Republic of Northern Cyprus_Dissemination Report_Dissemination Report.pdf,1011
9,llama3-70b-8192,40,595,no_schema,,STL,"19920701_Daniel J. Edelman, Inc._Dissemination Report_Dissemination Report.pdf",649
9,llama3-70b-8192,40,595,no_schema,,STL,"19921201_Far East Trade Services, Inc._Dissemination Report_Dissemination Report.pdf",1072
9,llama3-70b-8192,40,595,no_schema,,STL,"19920701_Hill and Knowlton Strategies, LLC_Dissemination Report_Dissemination Report.pdf",1011
9,llama3-70b-8192,40,595,no_schema,,STL,"19931101_JETRO, Los Angeles_Dissemination Report_Dissemination Report.pdf",1031
9,llama3-70b-8192,40,595,no_schema,,STL,"19950619_JETRO, Houston_Dissemination Report_Dissemination Report.pdf",1014
9,llama3-70b-8192,40,595,no_schema,,STL,"19920301_JETRO, Los Angeles_Dissemination Report_Dissemination Report.pdf",1020
9,llama3-70b-8192,40,595,no_schema,,STL,19920901_Representative of the Turkish Republic of Northern Cyprus_Dissemination Report_Dissemination Report.pdf,983
9,llama3-70b-8192,40,595,no_schema,,STL,"19930101_JETRO, Chicago_Dissemination Report_Dissemination Report.pdf",1049
9,llama3-70b-8192,40,595,no_schema,,STL,"20170130_Burson-Marsteller, LLC (Washington, DC)_Pruitt, David_Short-Form.pdf",1605
9,llama3-70b-8192,40,595,no_schema,,STL,"20140507_Ketchum Inc. NY_Amorosi, Alexandra Scott_Short-Form.pdf",1584
9,llama3-70b-8192,40,595,no_schema,,STL,"20110210_Korea National Tourism Organization, New Jersey_Kim, Jeongah_Short-Form.pdf",1524
9,llama3-70b-8192,40,595,no_schema,,STL,"20170130_Burson-Marsteller, LLC (Washington, DC)_Thompson, Randi_Short-Form.pdf",1651
9,llama3-70b-8192,40,595,no_schema,,STL,"20130513_Commonwealth of Dominica Maritime Registry, Inc._Ottaviano, Pasquale Diego_Short-Form.pdf",1620
9,llama3-70b-8192,40,595,no_schema,,STL,"20110628_KBS America, Inc._Noh, Ji Young_Short-Form.pdf",1641
9,llama3-70b-8192,40,595,no_schema,,STL,"20171103_Dentons US LLP_Goldberg, Gary_Short-Form.pdf",1621
9,llama3-70b-8192,40,595,no_schema,,STL,"20140418_Sorini, Samet _ Associates, LLC_Kingery, John_Short-Form.pdf",1600
9,llama3-70b-8192,40,595,no_schema,,STL,"20090624_Akin, Gump, Strauss, Hauer _ Feld, LLP_Davis, Smith W._Short-Form.pdf",1635
9,llama3-70b-8192,40,595,no_schema,,STL,"20101208_Ketchum Inc. NY_Austria, Kristine Partolan_Short-Form.pdf",1486
9,llama3-70b-8192,40,595,no_schema,,STL,"20140812_Greenberg Traurig, LLP_Wynn, Albert R._Short-Form.pdf",1716
9,llama3-70b-8192,40,595,no_schema,,STL,"20161031_MSLGROUP Americas, Inc._Everett, J. Ballard_Short-Form.pdf",1599
9,llama3-70b-8192,40,595,no_schema,,STL,"20090408_Arab Information Center_Sherif, Walid Mahmoud Sayed Ahmed_Short-Form.pdf",1373
9,llama3-70b-8192,40,595,no_schema,,STL,"20110912_BLJ Worldwide LTD_Smrikarov, Marc Philip George_Short-Form.pdf",1817
9,llama3-70b-8192,40,595,no_schema,,STL,"20110913_MSLGROUP Americas, Inc._Dealey, Sam_Short-Form.pdf",1549
9,llama3-70b-8192,40,595,no_schema,,STL,"20090522_Invest Northern Ireland_Murray, Aengus_Short-Form.pdf",1562
9,llama3-70b-8192,40,595,no_schema,,STL,"20100909_Gephardt Group Government Affairs, LLC_Messmer, Michael_Short-Form.pdf",1518
9,llama3-70b-8192,40,595,no_schema,,STL,"20160506_MSLGROUP Americas, Inc._Kurapovna, Marcia Christoff_Short-Form.pdf",1563
9,llama3-70b-8192,40,595,no_schema,,STL,"20120917_Singapore Economic Development Board_Choo, Xing Jie_Short-Form.pdf",1498
9,llama3-70b-8192,40,595,no_schema,,STL,"20131009_VisitBritain_Walsh, Carl_Short-Form.pdf",1564
9,llama3-70b-8192,40,595,no_schema,,STL,"20160601_Manatos _ Manatos_Manatos, Emanuel A. _Mike__Short-Form.pdf",1667
9,llama3-70b-8192,40,595,no_schema,,STL,"20170424_Singapore Tourism Board_Yang, Yawen_Short-Form.pdf",1627
9,llama3-70b-8192,40,595,no_schema,,STL,"20170112_Podesta Group, Inc._Thompson, Dana_Short-Form.pdf",1679
9,llama3-70b-8192,40,595,no_schema,,STL,"20100820_South African Tourism_Jacobberger, Dean_Short-Form.pdf",1754
9,llama3-70b-8192,40,595,no_schema,,STL,"20090623_Fleishman-Hillard, Inc._Dinagan, John_Short-Form.pdf",1530
9,llama3-70b-8192,40,595,no_schema,,STL,"20090414_LeClairRyan, A Professional Corporation_Williams, Krystal J._Short-Form.pdf",1566
9,llama3-70b-8192,40,595,no_schema,,STL,"20170313_Alston _ Bird, LLP_Jones, Robert C._Short-Form.pdf",1645
9,llama3-70b-8192,40,595,no_schema,,STL,"20110929_DLA Piper US LLP_Schwanke, Beth_Short-Form.pdf",2010
9,llama3-70b-8192,40,595,no_schema,,STL,"20110722_Daniel J. Edelman, Inc._Norfolk, Jeffrey_Short-Form.pdf",1581
9,llama3-70b-8192,40,595,no_schema,,STL,"20140227_Nelson Mullins Riley _ Scarborough, LLP_Clarke, Britton_Short-Form.pdf",1576
9,llama3-70b-8192,40,595,no_schema,,STL,"20140414_VisitBritain_Medway, Kellen_Short-Form.pdf",1591
9,llama3-70b-8192,40,595,no_schema,,STL,"20160622_Raben Group, LLC_Raben, Robert_Short-Form.pdf",1604
9,llama3-70b-8192,40,595,no_schema,,STL,"20090424_Raben Group, LLC_Goulart, Kimberly_Short-Form.pdf",1500
9,llama3-70b-8192,40,595,no_schema,,STL,"20110805_Squire Patton Boggs, LLP_Nardotti, Michael J. Jr._Short-Form.pdf",1629
9,llama3-70b-8192,40,595,no_schema,,STL,"20080918_Squire Patton Boggs, LLP_Varma, Anurag_Short-Form.pdf",1502
9,llama3-70b-8192,40,595,no_schema,,STL,"20100111_O_Brien Gentry _ Scott, LLC_Gentry, James_Short-Form.pdf",2174
9,llama3-70b-8192,40,595,no_schema,,STL,"20160731_Burson-Marsteller, LLC (Washington, DC)_Jarnagan, Stephanie_Short-Form.pdf",1595
9,llama3-70b-8192,40,595,no_schema,,STL,"20170228_BGR Government Affairs, LLC_Vajdich, Daniel_Short-Form.pdf",1633
9,llama3-70b-8192,40,595,no_schema,,STL,"20090409_Daniel J. Edelman, Inc._Segall, Jules Peter_Short-Form.pdf",1450
9,llama3-70b-8192,40,595,no_schema,,STL,"20121129_Commonwealth of Dominica Maritime Registry, Inc._Jamal, Shahid_Short-Form.pdf",1576
