experiment_id,model_name,sample_num,chunk_size,prompt_type,example_num,level_type,file_name,token_counts
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20180430_Public Strategies Washington, Inc._Amendment_Amendment.pdf",1190
29,llama3-70b-8192,40,1421,few_shot,0,STL,19820401_Bermuda Tourism Authority_Amendment_Amendment.pdf,705
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20020611_CMGRP, Inc._Amendment_Amendment.pdf",932
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20021204_JWI, LLC_Amendment_Amendment.pdf",975
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20130815_Squire Patton Boggs, LLP_Amendment_Amendment.pdf",1167
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20180123_Fleishman-Hillard, Inc._Amendment_Amendment.pdf",1371
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20120604_Squire Patton Boggs, LLP_Amendment_Amendment.pdf",1169
29,llama3-70b-8192,40,1421,few_shot,0,STL,19790101_Representative of the Turkish Republic of Northern Cyprus_Amendment_Amendment.pdf,881
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20170224_Alston _ Bird, LLP_Amendment_Amendment.pdf",1141
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19760201_Italian Government Tourist Board (ENIT), Los Angeles_Amendment_Amendment.pdf",1259
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20131127_Independent Diplomat, Inc._Amendment_Amendment.pdf",1167
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19901201_CMGRP, Inc._Amendment_Amendment.pdf",903
29,llama3-70b-8192,40,1421,few_shot,0,STL,19950929_Hogan Lovells US LLP_Amendment_Amendment.pdf,957
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20010820_Arnold _ Porter Kaye Scholer, LLP_Amendment_Amendment.pdf",1011
29,llama3-70b-8192,40,1421,few_shot,0,STL,20140813_Fratelli Group_Amendment_Amendment.pdf,1225
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19920201_Sidley Austin, LLP_Amendment_Amendment.pdf",909
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20150203_Burson-Marsteller, LLC (Miami Office)_Amendment_Amendment.pdf",1190
29,llama3-70b-8192,40,1421,few_shot,0,STL,20110103_Representative of the Turkish Republic of Northern Cyprus_Amendment_Amendment.pdf,1081
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20150105_Squire Patton Boggs, LLP_Amendment_Amendment.pdf",1194
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20130131_Sidley Austin, LLP_Amendment_Amendment.pdf",1167
29,llama3-70b-8192,40,1421,few_shot,0,STL,19770101_Representative of the Turkish Republic of Northern Cyprus_Amendment_Amendment.pdf,1021
29,llama3-70b-8192,40,1421,few_shot,0,STL,19961018_DLA Piper US LLP_Amendment_Amendment.pdf,1189
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20170901_Bryan Cave, LLP_Amendment_Amendment.pdf",1198
29,llama3-70b-8192,40,1421,few_shot,0,STL,19710401_Netherlands Board of Tourism and Conventions (NBTC)_Amendment_Amendment.pdf,602
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20120424_Pillsbury Winthrop Shaw Pittman, LLP_Amendment_Amendment.pdf",1193
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20180124_Nickles Group, LLC_Amendment_Amendment.pdf",1139
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20160406_Rokk Solutions, LLC_Amendment_Amendment.pdf",1452
29,llama3-70b-8192,40,1421,few_shot,0,STL,19850801_St. Lucia Tourist Board_Amendment_Amendment.pdf,626
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20090930_Garvey, Schubert _ Barer_Amendment_Amendment.pdf",1065
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20170815_Pillsbury Winthrop Shaw Pittman, LLP_Amendment_Amendment.pdf",1140
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20070613_Pillsbury Winthrop Shaw Pittman, LLP_Amendment_Amendment.pdf",940
29,llama3-70b-8192,40,1421,few_shot,0,STL,19830401_Bermuda Tourism Authority_Amendment_Amendment.pdf,636
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20180105_Hill and Knowlton Strategies, LLC_Amendment_Amendment.pdf",1185
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19920601_JETRO, San Francisco_Amendment_Amendment.pdf",931
29,llama3-70b-8192,40,1421,few_shot,0,STL,20180613_Ballard Partners_Amendment_Amendment.pdf,1129
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20030714_Arnold _ Porter Kaye Scholer, LLP_Amendment_Amendment.pdf",1022
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20150530_Parvin, C. Landon_Amendment_Amendment.pdf",1079
29,llama3-70b-8192,40,1421,few_shot,0,STL,20110527_Monaco Government Tourist Office_Amendment_Amendment.pdf,1126
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20081001_Garvey, Schubert _ Barer_Amendment_Amendment.pdf",1062
29,llama3-70b-8192,40,1421,few_shot,0,STL,"20171116_Wiley Rein, LLP_Amendment_Amendment.pdf",1584
29,llama3-70b-8192,40,1421,few_shot,0,STL,19930901_Scottish Enterprise_Dissemination Report_Dissemination Report.pdf,949
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19930201_Akin, Gump, Strauss, Hauer _ Feld, LLP_Dissemination Report_Dissemination Report.pdf",643
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19930701_JETRO, Atlanta_Dissemination Report_Dissemination Report.pdf",974
29,llama3-70b-8192,40,1421,few_shot,0,STL,19920401_Quebec Government Office_Dissemination Report_Dissemination Report.pdf,958
29,llama3-70b-8192,40,1421,few_shot,0,STL,19931117_KOTRA_Dissemination Report_Dissemination Report.pdf,1000
29,llama3-70b-8192,40,1421,few_shot,0,STL,19911201_Scottish Enterprise_Dissemination Report_Dissemination Report.pdf,683
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19930601_International Registries, Inc._Dissemination Report_Dissemination Report.pdf",929
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19920701_Far East Trade Services, Inc._Dissemination Report_Dissemination Report.pdf",1009
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19930901_Hill and Knowlton Strategies, LLC_Dissemination Report_Dissemination Report.pdf",960
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19910501_JETRO, Atlanta_Dissemination Report_Dissemination Report.pdf",952
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19960116_JETRO, Chicago_Dissemination Report_Dissemination Report.pdf",926
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19910201_Akin, Gump, Strauss, Hauer _ Feld, LLP_Dissemination Report_Dissemination Report.pdf",979
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19930801_JETRO, Los Angeles_Dissemination Report_Dissemination Report.pdf",933
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19950110_JETRO, New York_Dissemination Report_Dissemination Report.pdf",679
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19930901_JETRO, Los Angeles_Dissemination Report_Dissemination Report.pdf",944
29,llama3-70b-8192,40,1421,few_shot,0,STL,19920501_Hogan Lovells US LLP_Dissemination Report_Dissemination Report.pdf,970
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19941221_JETRO, Chicago_Dissemination Report_Dissemination Report.pdf",952
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19920701_JETRO, Los Angeles_Dissemination Report_Dissemination Report.pdf",957
29,llama3-70b-8192,40,1421,few_shot,0,STL,19910801_Representative of the Turkish Republic of Northern Cyprus_Dissemination Report_Dissemination Report.pdf,976
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19920701_International Registries, Inc._Dissemination Report_Dissemination Report.pdf",894
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19920901_Daniel J. Edelman, Inc._Dissemination Report_Dissemination Report.pdf",635
29,llama3-70b-8192,40,1421,few_shot,0,STL,19931101_Hogan Lovells US LLP_Dissemination Report_Dissemination Report.pdf,642
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19910201_World Zionist Organization - American Section, Inc._Dissemination Report_Dissemination Report.pdf",700
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19930701_JETRO, New York_Dissemination Report_Dissemination Report.pdf",981
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19910401_World Zionist Organization - American Section, Inc._Dissemination Report_Dissemination Report.pdf",715
29,llama3-70b-8192,40,1421,few_shot,0,STL,19930201_Kobe Trade Information Office_Dissemination Report_Dissemination Report.pdf,947
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19940914_JETRO, Los Angeles_Dissemination Report_Dissemination Report.pdf",1274
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19930101_JETRO, Los Angeles_Dissemination Report_Dissemination Report.pdf",962
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19911201_JETRO, Houston_Dissemination Report_Dissemination Report.pdf",926
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19950522_JETRO, Los Angeles_Dissemination Report_Dissemination Report.pdf",959
29,llama3-70b-8192,40,1421,few_shot,0,STL,"19920701_JETRO, New York_Dissemination Report_Dissemination Report.pdf",951
29,llama3-70b-8192,40,1421,few_shot,0,STL,19930101_Representative of the Turkish Republic of Northern Cyprus_Dissemination Report_Dissemination Report.pdf,933
